id,source_ref,path,action,target,work_package,stop_new_use,delete_when,change_detail,acceptance,verification
OLD-061,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/scene.py,EXTRACT_THEN_DELETE,src/deck_master/compiler/ir.py;src/deck_master/content.py,WP02,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,仅提取必要映射；Scene改为派生IR，禁止要求Host双份手写,AC-B06,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-062,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/self_review.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-063,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/style.py,EXTRACT_THEN_DELETE,src/deck_master/production.py,WP02,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取风格输入/配色读取；不强制八选一或用户批准仪式,AC-B01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-064,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/svg.py,EXTRACT_THEN_DELETE,src/deck_master/compiler/svg.py;src/deck_master/compiler/text.py;src/deck_master/review.py,WP02,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,拆分SVG语法/文字布局检查与审阅；保留实际渲染工具，删除自动审阅通过写入,AC-R03,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-065,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/svg_native.py,EXTRACT_THEN_DELETE,src/deck_master/compiler/svg.py;src/deck_master/compiler/geometry.py,WP02,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,跨B0/K0比较并提取解析/变换；修负斜率、圆边界、箭头与支持范围,AC-K02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-066,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/svg_paint.py,EXTRACT_THEN_DELETE,src/deck_master/compiler/paint.py,WP02,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取原生填充/描边/渐变；修0透明度与非等比变换处理,AC-K05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-067,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/user_decision.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-068,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/visibility.py,EXTRACT_THEN_DELETE,src/deck_master/content.py;src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,保留明确内部字段与资料披露边界；不按普通词语全局否决,AC-R07,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-069,2a866cf138f6359f853db35e0a926ad79391b691,scripts/high_density/visual.py,EXTRACT_THEN_DELETE,src/deck_master/review.py;src/deck_master/compiler/render.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取差异测量和局部图；删除空集合满覆盖/相关指标投票作为业务结论,AC-R04,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-070,2a866cf138f6359f853db35e0a926ad79391b691,scripts/learning/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-071,2a866cf138f6359f853db35e0a926ad79391b691,scripts/learning/pack.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-072,2a866cf138f6359f853db35e0a926ad79391b691,scripts/metrics/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-073,2a866cf138f6359f853db35e0a926ad79391b691,scripts/metrics/run_metrics.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-074,2a866cf138f6359f853db35e0a926ad79391b691,scripts/narrative/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-075,2a866cf138f6359f853db35e0a926ad79391b691,scripts/narrative/claim_graph.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-076,2a866cf138f6359f853db35e0a926ad79391b691,scripts/narrative/judgment_builder.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-077,2a866cf138f6359f853db35e0a926ad79391b691,scripts/orchestrate/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-078,2a866cf138f6359f853db35e0a926ad79391b691,scripts/orchestrate/build_run.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-079,2a866cf138f6359f853db35e0a926ad79391b691,scripts/orchestrate/export_queue.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-080,2a866cf138f6359f853db35e0a926ad79391b691,scripts/orchestrate/preview_builder.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-003,2a866cf138f6359f853db35e0a926ad79391b691,scripts/page_roles.py,EXTRACT_THEN_DELETE,src/deck_master/content.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,保留语义角色可选标签；不据角色强制内容或最低密度,AC-C02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-081,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-082,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/brief_intake.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-083,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/claim_map.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-084,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/narrative_planner.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-085,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/page_budget.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-086,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/page_tasks.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-087,2a866cf138f6359f853db35e0a926ad79391b691,scripts/planning/sourcing_decider.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-088,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/manifest.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-089,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/run_workspace_screenshot_audit.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-090,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/server.py,EXTRACT_THEN_DELETE,src/deck_master/web.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,仅提取本地服务与文件查看经验；新接口直接读DocumentView,AC-U03,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-093,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/static/app.js,EXTRACT_THEN_DELETE,src/deck_master/resources/static/app.js,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,保留可用预览/导航交互，重写数据与动作；不混用旧API,AC-U02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-094,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/static/index.html,EXTRACT_THEN_DELETE,src/deck_master/resources/static/index.html,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取可用三栏外壳；移除SkillOS、商机、批准队列假设,AC-U01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-095,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/static/style.css,EXTRACT_THEN_DELETE,src/deck_master/resources/static/style.css,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取设计样式，不重做无关品牌装修,AC-U01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-091,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/workspace_api.py,EXTRACT_THEN_DELETE,src/deck_master/view.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,重新实现页清单与状态，不能复制零页/ready推断,AC-U01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-092,2a866cf138f6359f853db35e0a926ad79391b691,scripts/preview/workspace_audit_scenarios.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-096,2a866cf138f6359f853db35e0a926ad79391b691,scripts/production/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-097,2a866cf138f6359f853db35e0a926ad79391b691,scripts/production/page_package.py,EXTRACT_THEN_DELETE,src/deck_master/content.py;src/deck_master/models.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,可见正文/内部说明分离、身份校验；替换为v2显式正文块，不复制浅层扁平化,AC-C03,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-098,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-099,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/brand_gate.py,EXTRACT_THEN_DELETE,src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,将实际品牌规则作为输入；缺品牌库不阻断正常创作,AC-R08,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-100,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/confidentiality_gate.py,EXTRACT_THEN_DELETE,src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,仅迁移用户声明的真实隐私限制与具体泄漏；不新增审批流程,AC-R07,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-101,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/context_conflict_gate.py,EXTRACT_THEN_DELETE,src/deck_master/content.py;src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只保留实质来源冲突提示，不把数量/风险标记等价于专业判断,AC-C05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-102,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/customer_visible_safety.py,EXTRACT_THEN_DELETE,src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,明确泄漏定位保留；普通业务术语不再P0；只用实际成品,AC-R07,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-103,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/draft_gate.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-104,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/draft_gate_v2.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-105,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/evidence_gate.py,EXTRACT_THEN_DELETE,src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,来源可达/引用精确及声明性质；移除只按存在即充分的结论,AC-C05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-106,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/external_review.py,EXTRACT_THEN_DELETE,src/deck_master/review.py;src/deck_master/tasks.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,实际任务与观察可复用，按当前产物版本判断；不继承字符串独立性,AC-R05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-107,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/gate_freshness.py,EXTRACT_THEN_DELETE,src/deck_master/review.py;src/deck_master/store.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,依赖新鲜度行为迁移到单一实现；不继承管理字段触发全部过期,AC-S04,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-108,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/gate_policy.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-109,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/gate_runner.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-110,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/overrides.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-111,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/pptx_audit.py,EXTRACT_THEN_DELETE,src/deck_master/compiler/readback.py;src/deck_master/review.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取XML文字/隐藏内容/页集合读回；删除空内容计数式专业评分,AC-R01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-112,2a866cf138f6359f853db35e0a926ad79391b691,scripts/quality/rubric.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-113,2a866cf138f6359f853db35e0a926ad79391b691,scripts/review/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-114,2a866cf138f6359f853db35e0a926ad79391b691,scripts/review/readiness.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-115,2a866cf138f6359f853db35e0a926ad79391b691,scripts/review/workbench.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-116,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-117,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/artifact_validator.py,EXTRACT_THEN_DELETE,src/deck_master/review.py;src/deck_master/compiler/readback.py,WP03,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只保留实际文件/页数/可读取检查；不继承旧交付门禁结构,AC-R01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-118,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/build.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
